timestamp,src_ip,dst_ip,protocol,dst_port,packets,bytes,flow_duration_ms,syn_packets,requests,label
2026-05-02 09:06:42,198.51.100.13,10.0.0.10,TCP,80,17,1530,726,14,2,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.23,10.0.0.10,TCP,80,27,1917,816,25,2,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.22,10.0.0.10,TCP,80,26,2808,1027,22,5,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.1,10.0.0.10,TCP,80,35,3535,727,30,1,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.19,10.0.0.10,TCP,80,21,1827,1563,19,1,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.16,10.0.0.10,TCP,80,22,2332,38,17,2,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.60,10.0.0.10,TCP,80,26,1872,136,25,1,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.53,10.0.0.10,TCP,80,24,1824,1827,18,0,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.53,10.0.0.10,TCP,80,21,1932,1342,17,2,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.70,10.0.0.10,TCP,80,25,2400,1337,21,0,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.37,10.0.0.10,TCP,80,16,1840,95,14,1,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.63,10.0.0.10,TCP,80,31,2976,1958,24,1,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.15,10.0.0.10,TCP,80,23,1679,654,21,0,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.38,10.0.0.10,TCP,80,20,2240,253,19,2,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.35,10.0.0.10,TCP,80,17,1258,1226,16,2,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.62,10.0.0.10,TCP,80,24,2712,1725,19,0,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.20,10.0.0.10,TCP,80,22,1342,887,19,2,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.10,10.0.0.10,TCP,80,26,1742,238,24,0,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.34,10.0.0.10,TCP,80,32,3072,1680,27,1,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.39,10.0.0.10,TCP,80,16,1424,1657,14,1,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.73,10.0.0.10,TCP,80,22,1342,188,20,1,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.73,10.0.0.10,TCP,80,23,1817,1713,19,1,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.62,10.0.0.10,TCP,80,26,2366,164,25,2,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.26,10.0.0.10,TCP,80,25,2050,376,19,1,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.67,10.0.0.10,TCP,80,18,1548,1109,14,2,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.61,10.0.0.10,TCP,80,27,2646,574,25,0,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.46,10.0.0.10,TCP,80,21,2058,639,17,1,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.13,10.0.0.10,TCP,80,26,1560,625,22,2,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.8,10.0.0.10,TCP,80,27,1647,325,22,3,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.6,10.0.0.10,TCP,80,25,2075,49,19,2,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.8,10.0.0.10,TCP,80,27,1809,1631,21,0,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.4,10.0.0.10,TCP,80,24,1536,1658,23,3,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.63,10.0.0.10,TCP,80,20,2020,858,15,0,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.64,10.0.0.10,TCP,80,22,2024,248,18,1,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.30,10.0.0.10,TCP,80,19,1330,1052,16,0,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.38,10.0.0.10,TCP,80,19,1558,974,18,1,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.19,10.0.0.10,TCP,80,22,2530,1333,18,0,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.48,10.0.0.10,TCP,80,22,2596,299,21,1,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.24,10.0.0.10,TCP,80,18,1890,911,16,0,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.18,10.0.0.10,TCP,80,29,2784,895,28,0,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.11,10.0.0.10,TCP,80,26,2210,1178,21,1,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.73,10.0.0.10,TCP,80,24,1752,739,19,1,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.1,10.0.0.10,TCP,80,20,1380,717,17,1,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.55,10.0.0.10,TCP,80,16,1536,302,15,1,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.59,10.0.0.10,TCP,80,21,2310,649,18,0,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.1,10.0.0.10,TCP,80,23,2116,1079,19,1,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.72,10.0.0.10,TCP,80,26,2808,282,25,0,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.42,10.0.0.10,TCP,80,35,3745,224,33,1,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.16,10.0.0.10,TCP,80,25,1725,1015,24,1,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.35,10.0.0.10,TCP,80,26,1872,63,20,3,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.41,10.0.0.10,TCP,80,22,1584,708,19,0,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.63,10.0.0.10,TCP,80,31,2945,412,27,3,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.71,10.0.0.10,TCP,80,25,2000,1419,23,0,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.40,10.0.0.10,TCP,80,18,1206,1356,17,1,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.35,10.0.0.10,TCP,80,22,2002,892,20,1,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.46,10.0.0.10,TCP,80,23,1403,739,20,0,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.45,10.0.0.10,TCP,80,23,2392,1811,20,3,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.58,10.0.0.10,TCP,80,21,1491,1216,19,2,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.9,10.0.0.10,TCP,80,23,2576,70,21,1,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.44,10.0.0.10,TCP,80,19,2242,1479,16,1,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.65,10.0.0.10,TCP,80,25,1625,1100,24,0,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.38,10.0.0.10,TCP,80,15,1065,1925,14,1,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.13,10.0.0.10,TCP,80,30,1830,468,24,1,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.7,10.0.0.10,TCP,80,22,1914,670,17,1,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.67,10.0.0.10,TCP,80,25,1975,487,19,1,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.50,10.0.0.10,TCP,80,19,1976,1555,16,1,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.47,10.0.0.10,TCP,80,24,1848,866,19,0,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.3,10.0.0.10,TCP,80,21,1365,1932,20,0,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.52,10.0.0.10,TCP,80,27,2943,909,24,3,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.18,10.0.0.10,TCP,80,26,2366,864,25,1,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.37,10.0.0.10,TCP,80,19,2052,1291,16,0,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.58,10.0.0.10,TCP,80,29,1856,403,26,1,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.53,10.0.0.10,TCP,80,18,1926,623,16,0,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.8,10.0.0.10,TCP,80,18,1602,285,16,1,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.68,10.0.0.10,TCP,80,29,1740,1377,24,2,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.40,10.0.0.10,TCP,80,17,1632,1326,14,1,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.44,10.0.0.10,TCP,80,31,3038,1017,27,2,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.29,10.0.0.10,TCP,80,21,1932,781,17,0,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.12,10.0.0.10,TCP,80,22,2178,183,20,0,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.54,10.0.0.10,TCP,80,33,2112,413,30,0,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.62,10.0.0.10,TCP,80,27,3159,1870,21,3,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.52,10.0.0.10,TCP,80,17,1632,1684,14,0,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.59,10.0.0.10,TCP,80,24,2472,1710,20,0,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.59,10.0.0.10,TCP,80,21,1743,1119,16,0,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.25,10.0.0.10,TCP,80,18,1944,135,17,0,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.31,10.0.0.10,TCP,80,27,1836,675,24,1,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.58,10.0.0.10,TCP,80,28,2184,932,26,1,SYN_FLOOD
2026-05-02 09:06:42,198.51.100.42,10.0.0.10,TCP,80,19,1691,1092,15,1,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.12,10.0.0.10,TCP,80,34,2278,184,27,0,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.15,10.0.0.10,TCP,80,16,1200,1433,13,0,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.65,10.0.0.10,TCP,80,27,2052,1217,22,0,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.74,10.0.0.10,TCP,80,21,1701,1704,19,0,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.31,10.0.0.10,TCP,80,23,1403,1064,22,1,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.60,10.0.0.10,TCP,80,23,1932,593,18,0,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.13,10.0.0.10,TCP,80,21,2373,131,20,3,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.64,10.0.0.10,TCP,80,19,1558,609,16,1,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.67,10.0.0.10,TCP,80,21,1785,811,16,0,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.52,10.0.0.10,TCP,80,33,2706,1699,26,0,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.9,10.0.0.10,TCP,80,20,2180,989,16,2,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.7,10.0.0.10,TCP,80,25,2875,908,20,2,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.33,10.0.0.10,TCP,80,29,2755,197,27,0,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.45,10.0.0.10,TCP,80,20,2200,61,17,2,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.6,10.0.0.10,TCP,80,20,2040,828,19,1,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.52,10.0.0.10,TCP,80,28,1932,1947,22,0,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.71,10.0.0.10,TCP,80,17,1632,597,14,0,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.9,10.0.0.10,TCP,80,31,2170,815,29,0,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.16,10.0.0.10,TCP,80,39,2925,1315,34,1,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.35,10.0.0.10,TCP,80,24,2496,1481,22,1,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.60,10.0.0.10,TCP,80,21,1596,1747,18,0,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.72,10.0.0.10,TCP,80,19,1748,258,17,1,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.62,10.0.0.10,TCP,80,32,3296,248,28,0,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.72,10.0.0.10,TCP,80,20,1380,1394,18,1,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.3,10.0.0.10,TCP,80,28,2744,1104,25,0,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.1,10.0.0.10,TCP,80,29,2610,1880,27,2,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.13,10.0.0.10,TCP,80,22,1892,1951,18,1,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.17,10.0.0.10,TCP,80,22,1716,1263,18,2,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.2,10.0.0.10,TCP,80,31,3255,1244,28,2,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.15,10.0.0.10,TCP,80,21,2394,1807,18,1,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.70,10.0.0.10,TCP,80,19,1558,1211,17,1,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.18,10.0.0.10,TCP,80,24,2040,1185,21,2,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.43,10.0.0.10,TCP,80,23,1817,1929,20,1,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.1,10.0.0.10,TCP,80,21,2205,1556,18,2,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.6,10.0.0.10,TCP,80,16,1248,1683,14,1,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.4,10.0.0.10,TCP,80,28,3220,1706,25,1,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.50,10.0.0.10,TCP,80,23,2530,1916,22,2,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.5,10.0.0.10,TCP,80,21,2310,1285,20,0,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.66,10.0.0.10,TCP,80,25,2925,1479,22,1,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.72,10.0.0.10,TCP,80,29,2523,1080,25,1,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.14,10.0.0.10,TCP,80,22,2574,1666,19,0,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.21,10.0.0.10,TCP,80,20,2160,196,15,0,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.10,10.0.0.10,TCP,80,30,2640,951,28,1,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.70,10.0.0.10,TCP,80,24,2832,1317,19,0,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.66,10.0.0.10,TCP,80,18,1782,995,14,1,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.62,10.0.0.10,TCP,80,33,2871,1612,31,1,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.24,10.0.0.10,TCP,80,21,2436,1826,19,1,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.75,10.0.0.10,TCP,80,30,2100,1557,24,1,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.3,10.0.0.10,TCP,80,21,1680,1836,17,0,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.9,10.0.0.10,TCP,80,28,1960,1582,23,1,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.58,10.0.0.10,TCP,80,26,2756,125,23,1,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.61,10.0.0.10,TCP,80,27,2835,1968,21,0,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.41,10.0.0.10,TCP,80,25,1625,1368,21,0,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.47,10.0.0.10,TCP,80,26,2678,367,23,1,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.14,10.0.0.10,TCP,80,28,1736,1764,24,2,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.3,10.0.0.10,TCP,80,20,1660,1411,19,2,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.53,10.0.0.10,TCP,80,16,1216,624,14,1,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.63,10.0.0.10,TCP,80,23,1564,1112,19,2,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.62,10.0.0.10,TCP,80,27,1701,584,21,3,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.37,10.0.0.10,TCP,80,28,2576,414,26,3,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.6,10.0.0.10,TCP,80,27,1890,1219,24,1,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.54,10.0.0.10,TCP,80,18,1728,1574,14,3,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.20,10.0.0.10,TCP,80,21,1281,779,18,0,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.60,10.0.0.10,TCP,80,16,1200,56,15,1,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.73,10.0.0.10,TCP,80,24,1584,402,21,1,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.2,10.0.0.10,TCP,80,27,3213,418,26,0,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.32,10.0.0.10,TCP,80,18,1872,1846,16,2,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.62,10.0.0.10,TCP,80,21,2289,761,17,1,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.60,10.0.0.10,TCP,80,25,1725,830,22,0,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.38,10.0.0.10,TCP,80,25,1675,1809,24,0,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.27,10.0.0.10,TCP,80,24,2520,1461,21,1,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.34,10.0.0.10,TCP,80,25,2075,914,24,0,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.63,10.0.0.10,TCP,80,23,2737,597,21,1,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.30,10.0.0.10,TCP,80,13,1339,88,11,1,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.16,10.0.0.10,TCP,80,29,2813,1114,27,2,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.46,10.0.0.10,TCP,80,28,1680,1140,25,0,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.60,10.0.0.10,TCP,80,21,1638,1674,18,0,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.36,10.0.0.10,TCP,80,25,1550,217,22,0,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.66,10.0.0.10,TCP,80,25,2000,963,22,4,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.55,10.0.0.10,TCP,80,19,1387,1677,16,1,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.65,10.0.0.10,TCP,80,22,2508,296,18,0,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.14,10.0.0.10,TCP,80,26,1612,1104,22,1,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.57,10.0.0.10,TCP,80,18,1548,1880,15,3,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.45,10.0.0.10,TCP,80,15,1185,1140,13,1,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.66,10.0.0.10,TCP,80,28,3136,1853,22,1,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.55,10.0.0.10,TCP,80,18,1620,470,15,1,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.67,10.0.0.10,TCP,80,24,2400,22,22,1,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.24,10.0.0.10,TCP,80,25,2600,734,22,0,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.3,10.0.0.10,TCP,80,21,1638,1774,18,0,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.68,10.0.0.10,TCP,80,29,2581,1067,25,0,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.6,10.0.0.10,TCP,80,22,2090,968,18,0,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.47,10.0.0.10,TCP,80,23,1932,696,19,0,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.42,10.0.0.10,TCP,80,26,1664,1165,21,0,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.32,10.0.0.10,TCP,80,30,2070,612,28,0,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.45,10.0.0.10,TCP,80,23,2254,1326,18,2,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.9,10.0.0.10,TCP,80,23,1587,650,20,1,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.41,10.0.0.10,TCP,80,15,1635,1119,12,0,SYN_FLOOD
2026-05-02 09:06:43,198.51.100.69,10.0.0.10,TCP,80,19,1444,186,15,1,SYN_FLOOD
2026-05-02 09:06:44,198.51.100.41,10.0.0.10,TCP,80,24,1536,50,22,1,SYN_FLOOD
2026-05-02 09:06:44,198.51.100.6,10.0.0.10,TCP,80,19,2147,916,18,0,SYN_FLOOD
2026-05-02 09:06:44,198.51.100.75,10.0.0.10,TCP,80,25,2200,637,22,0,SYN_FLOOD
2026-05-02 09:06:44,198.51.100.2,10.0.0.10,TCP,80,16,1040,832,13,0,SYN_FLOOD
2026-05-02 09:06:44,198.51.100.33,10.0.0.10,TCP,80,22,2464,1497,20,0,SYN_FLOOD
2026-05-02 09:06:44,198.51.100.8,10.0.0.10,TCP,80,20,1940,1677,17,3,SYN_FLOOD
2026-05-02 09:06:44,198.51.100.24,10.0.0.10,TCP,80,23,2300,535,19,2,SYN_FLOOD
2026-05-02 09:06:44,198.51.100.55,10.0.0.10,TCP,80,33,2937,1305,32,2,SYN_FLOOD
2026-05-02 09:06:44,198.51.100.60,10.0.0.10,TCP,80,22,2486,461,19,0,SYN_FLOOD
2026-05-02 09:06:44,198.51.100.55,10.0.0.10,TCP,80,29,1798,1725,23,1,SYN_FLOOD
2026-05-02 09:06:44,198.51.100.23,10.0.0.10,TCP,80,21,2352,1033,17,1,SYN_FLOOD
2026-05-02 09:06:44,198.51.100.24,10.0.0.10,TCP,80,34,3740,145,27,2,SYN_FLOOD
2026-05-02 09:06:44,198.51.100.63,10.0.0.10,TCP,80,31,2480,1747,26,3,SYN_FLOOD
2026-05-02 09:06:44,198.51.100.3,10.0.0.10,TCP,80,20,1620,1011,18,1,SYN_FLOOD
2026-05-02 09:06:44,198.51.100.69,10.0.0.10,TCP,80,28,2464,963,25,0,SYN_FLOOD
2026-05-02 09:06:44,198.51.100.28,10.0.0.10,TCP,80,22,2508,257,19,0,SYN_FLOOD
2026-05-02 09:06:44,198.51.100.48,10.0.0.10,TCP,80,37,2220,1843,35,3,SYN_FLOOD
2026-05-02 09:06:44,198.51.100.34,10.0.0.10,TCP,80,32,2592,1179,28,0,SYN_FLOOD
2026-05-02 09:06:44,198.51.100.8,10.0.0.10,TCP,80,17,1258,1208,14,1,SYN_FLOOD
2026-05-02 09:06:44,198.51.100.44,10.0.0.10,TCP,80,27,1890,337,22,2,SYN_FLOOD
2026-05-02 09:06:44,198.51.100.43,10.0.0.10,TCP,80,20,2080,1387,17,0,SYN_FLOOD
2026-05-02 09:06:44,198.51.100.22,10.0.0.10,TCP,80,35,3290,1227,27,0,SYN_FLOOD
2026-05-02 09:06:44,198.51.100.18,10.0.0.10,TCP,80,28,2380,394,26,1,SYN_FLOOD
2026-05-02 09:06:44,198.51.100.63,10.0.0.10,TCP,80,25,1975,1774,22,2,SYN_FLOOD
2026-05-02 09:06:44,198.51.100.70,10.0.0.10,TCP,80,17,1258,352,15,1,SYN_FLOOD
2026-05-02 09:06:44,198.51.100.5,10.0.0.10,TCP,80,35,2905,1136,27,0,SYN_FLOOD
2026-05-02 09:06:44,198.51.100.24,10.0.0.10,TCP,80,23,2254,848,21,1,SYN_FLOOD
2026-05-02 09:06:44,198.51.100.23,10.0.0.10,TCP,80,25,2875,1456,20,3,SYN_FLOOD
2026-05-02 09:06:44,198.51.100.26,10.0.0.10,TCP,80,25,2525,1649,24,0,SYN_FLOOD
2026-05-02 09:06:44,198.51.100.58,10.0.0.10,TCP,80,27,2025,1230,21,0,SYN_FLOOD
2026-05-02 09:06:44,198.51.100.75,10.0.0.10,TCP,80,22,1870,586,20,3,SYN_FLOOD
2026-05-02 09:06:44,198.51.100.65,10.0.0.10,TCP,80,30,2640,775,29,2,SYN_FLOOD
2026-05-02 09:06:44,198.51.100.49,10.0.0.10,TCP,80,19,1520,897,15,1,SYN_FLOOD
2026-05-02 09:06:44,198.51.100.54,10.0.0.10,TCP,80,26,2730,480,20,3,SYN_FLOOD
2026-05-02 09:06:44,198.51.100.55,10.0.0.10,TCP,80,27,2565,889,21,0,SYN_FLOOD
2026-05-02 09:06:44,198.51.100.62,10.0.0.10,TCP,80,23,2553,1615,21,1,SYN_FLOOD
2026-05-02 09:06:44,198.51.100.48,10.0.0.10,TCP,80,19,1216,991,15,1,SYN_FLOOD
2026-05-02 09:06:44,198.51.100.23,10.0.0.10,TCP,80,22,1496,268,20,2,SYN_FLOOD
2026-05-02 09:06:44,198.51.100.69,10.0.0.10,TCP,80,19,2014,1946,15,0,SYN_FLOOD
2026-05-02 09:06:44,198.51.100.14,10.0.0.10,TCP,80,31,3441,792,26,0,SYN_FLOOD
2026-05-02 09:06:44,198.51.100.19,10.0.0.10,TCP,80,20,1480,544,16,2,SYN_FLOOD
2026-05-02 09:06:44,198.51.100.6,10.0.0.10,TCP,80,22,1870,396,18,4,SYN_FLOOD
2026-05-02 09:06:44,198.51.100.14,10.0.0.10,TCP,80,20,1440,999,18,0,SYN_FLOOD
2026-05-02 09:06:44,198.51.100.47,10.0.0.10,TCP,80,35,3570,1778,28,1,SYN_FLOOD
2026-05-02 09:06:44,198.51.100.68,10.0.0.10,TCP,80,21,2457,1630,17,1,SYN_FLOOD
2026-05-02 09:06:44,198.51.100.28,10.0.0.10,TCP,80,19,1862,1231,17,0,SYN_FLOOD
2026-05-02 09:06:44,198.51.100.3,10.0.0.10,TCP,80,22,1474,1762,20,2,SYN_FLOOD
2026-05-02 09:06:44,198.51.100.38,10.0.0.10,TCP,80,32,2240,875,30,0,SYN_FLOOD
2026-05-02 09:06:44,198.51.100.8,10.0.0.10,TCP,80,31,3410,985,25,2,SYN_FLOOD
2026-05-02 09:06:44,198.51.100.12,10.0.0.10,TCP,80,25,1525,523,19,1,SYN_FLOOD
2026-05-02 09:06:44,198.51.100.75,10.0.0.10,TCP,80,25,2875,1960,23,1,SYN_FLOOD
2026-05-02 09:06:44,198.51.100.40,10.0.0.10,TCP,80,28,3248,441,22,4,SYN_FLOOD
2026-05-02 09:06:44,198.51.100.68,10.0.0.10,TCP,80,19,2147,138,16,1,SYN_FLOOD
2026-05-02 09:06:44,198.51.100.17,10.0.0.10,TCP,80,31,2635,1588,25,0,SYN_FLOOD
2026-05-02 09:06:44,198.51.100.72,10.0.0.10,TCP,80,35,3255,1085,28,1,SYN_FLOOD
2026-05-02 09:06:44,198.51.100.65,10.0.0.10,TCP,80,32,2656,1309,27,0,SYN_FLOOD
2026-05-02 09:06:44,198.51.100.34,10.0.0.10,TCP,80,23,1449,1558,18,1,SYN_FLOOD
2026-05-02 09:06:44,198.51.100.6,10.0.0.10,TCP,80,27,1701,423,23,1,SYN_FLOOD
2026-05-02 09:06:44,198.51.100.65,10.0.0.10,TCP,80,17,1751,702,14,2,SYN_FLOOD
2026-05-02 09:06:44,198.51.100.39,10.0.0.10,TCP,80,22,1650,1645,17,3,SYN_FLOOD
